STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,12/24/1990,0.03,",,0,0800",0,"P,,0",0,"P,,0",31,",,0",20,",,0",20,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,12/25/1990,0,",,0,0800",0,"P,,0",0,"P,,0",42,",,0",20,",,0",34,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,12/26/1990,0,",,0,0800",0,"P,,0",0,"P,,0",44,",,0",34,",,0",43,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,12/27/1990,1.98,",,0,0800",0,"P,,0",0,"P,,0",62,",,0",43,",,0",47,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,12/28/1990,0,",,0,0800",0,"P,,0",0,"P,,0",48,",,0",44,",,0",46,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,12/29/1990,0,",,0,0800",0,"P,,0",0,"P,,0",70,",,0",46,",,0",67,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,12/30/1990,0,",,0,0800",0,"P,,0",0,"P,,0",76,",,0",67,",,0",69,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,12/31/1990,0,",,0,0800",0,"P,,0",0,"P,,0",75,",,0",27,",,0",27,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/1/1991,0,",,0,0800",0,"P,,0",0,",,0",42,",,0",27,",,0",37,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/2/1991,0,",,0,0800",0,"P,,0",0,"P,,0",49,",,0",37,",,0",46,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/3/1991,1.3,",,0,0800",0,"P,,0",0,"P,,0",59,",,0",47,",,0",49,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/4/1991,0,",,0,0800",0,"P,,0",0,"P,,0",52,",,0",46,",,0",46,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/5/1991,0,",,0,0800",0,"P,,0",0,"P,,0",51,",,0",45,",,0",51,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/6/1991,0,",,0,0800",0,"P,,0",0,"P,,0",66,",,0",51,",,0",65,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/7/1991,1.43,",,0,0800",0,"P,,0",0,"P,,0",71,",,0",45,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/8/1991,0.07,",,0,0800",0,"P,,0",0,"P,,0",52,",,0",44,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/9/1991,0.16,",,0,0800",0,"P,,0",0,"P,,0",51,",,0",45,",,0",49,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/10/1991,1.26,",,0,0800",0,"P,,0",0,"P,,0",59,",,0",45,",,0",55,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/11/1991,0.88,",,0,0800",0,"P,,0",0,"P,,0",62,",,0",45,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/12/1991,0,",,0,0800",0,"P,,0",0,"P,,0",58,",,0",35,",,0",38,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/13/1991,0,",,0,0800",0,"P,,0",0,"P,,0",58,",,0",30,",,0",30,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/14/1991,0,",,0,0800",0,"P,,0",0,"P,,0",61,",,0",30,",,0",58,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/15/1991,2.89,",,0,0800",0,"P,,0",0,"P,,0",65,",,0",49,",,0",52,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/16/1991,0,",,0,0800",0,"P,,0",0,"P,,0",61,",,0",37,",,0",38,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/17/1991,0,",,0,0800",0,"P,,0",0,"P,,0",63,",,0",38,",,0",41,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/18/1991,0.29,",,0,0800",0,"P,,0",0,"P,,0",62,",,0",39,",,0",53,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/19/1991,1.8,",,0,0800",0,"P,,0",0,"P,,0",54,",,0",47,",,0",48,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/20/1991,0,",,0,0800",0,"P,,0",0,"P,,0",57,",,0",39,",,0",49,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/21/1991,0,",,0,0800",0,"P,,0",0,"P,,0",67,",,0",39,",,0",40,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/22/1991,0,",,0,0800",0,"P,,0",0,"P,,0",46,",,0",33,",,0",33,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/23/1991,0,",,0,0800",0,"P,,0",0,"P,,0",47,",,0",31,",,0",47,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/24/1991,0.45,",,0,0800",0,"P,,0",0,"P,,0",52,",,0",47,",,0",50,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/25/1991,0,",,0,0800",0,"P,,0",0,"P,,0",54,",,0",41,",,0",43,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/26/1991,0,",,0,0800",0,"P,,0",0,"P,,0",59,",,0",38,",,0",44,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/27/1991,0,",,0,0800",0,"P,,0",0,"P,,0",60,",,0",44,",,0",52,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/28/1991,0,",,0,0800",0,"P,,0",0,"P,,0",63,",,0",52,",,0",57,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/29/1991,0,",,0,0800",0,"P,,0",0,"P,,0",58,",,0",55,",,0",57,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/30/1991,0.32,",,0,0800",0,"P,,0",0,"P,,0",70,",,0",45,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/31/1991,0,",,0,0800",0,"P,,0",0,"P,,0",54,",,0",36,",,0",37,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/1/1991,0,",,0,0800",0,"P,,0",0,",,0",59,",,0",32,",,0",37,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/2/1991,0,",,0,0800",0,"P,,0",0,"P,,0",61,",,0",34,",,0",35,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/3/1991,0,",,0,0800",0,"P,,0",0,"P,,0",65,",,0",34,",,0",49,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/4/1991,0,",,0,0800",0,"P,,0",0,"P,,0",68,",,0",48,",,0",58,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/5/1991,2.9,",,0,0800",0,"P,,0",0,"P,,0",62,",,0",56,",,0",59,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/6/1991,0,",,0,0800",0,"P,,0",0,"P,,0",65,",,0",51,",,0",55,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/7/1991,0,",,0,0800",0,"P,,0",0,"P,,0",72,",,0",45,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/8/1991,0,",,0,0800",0,"P,,0",0,"P,,0",69,",,0",38,",,0",39,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/9/1991,0,",,0,0800",0,"P,,0",0,"P,,0",70,",,0",38,",,0",39,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/10/1991,0,",,0,0800",0,"P,,0",0,"P,,0",70,",,0",39,",,0",43,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/11/1991,0,",,0,0800",0,"P,,0",0,"P,,0",74,",,0",42,",,0",47,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/12/1991,0,",,0,0800",0,"P,,0",0,"P,,0",74,",,0",47,",,0",60,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/13/1991,0,",,0,0800",0,"P,,0",0,"P,,0",73,",,0",60,",,0",64,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/14/1991,0,",,0,0800",0,"P,,0",0,"P,,0",78,",,0",45,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/15/1991,0,",,0,0800",0,"P,,0",0,"P,,0",76,",,0",40,",,0",50,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/16/1991,0,",,0,0800",0,"P,,0",0,"P,,0",60,",,0",38,",,0",44,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/17/1991,0.01,",,0,0800",0,"P,,0",0,"P,,0",66,",,0",44,",,0",66,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/18/1991,0.04,",,0,0800",0,"P,,0",0,"P,,0",72,",,0",66,",,0",67,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/19/1991,0.11,",,0,0800",0,"P,,0",0,"P,,0",74,",,0",60,",,0",60,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/20/1991,0.04,",,0,0800",0,"P,,0",0,"P,,0",67,",,0",51,",,0",51,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/21/1991,1.71,",,0,0800",0,"P,,0",0,"P,,0",58,",,0",49,",,0",52,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/22/1991,0.48,",,0,0800",0,"P,,0",0,"P,,0",58,",,0",48,",,0",48,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/23/1991,0,",,0,0800",0,"P,,0",0,"P,,0",57,",,0",39,",,0",40,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/24/1991,0,",,0,0800",0,"P,,0",0,"P,,0",67,",,0",40,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/25/1991,0,",,0,0800",0,"P,,0",0,"P,,0",67,",,0",45,",,0",57,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/26/1991,0.16,",,0,0800",0,"P,,0",0,"P,,0",62,",,0",41,",,0",41,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/27/1991,0,",,0,0800",0,"P,,0",0,"P,,0",55,",,0",41,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/28/1991,0,",,0,0800",0,"P,,0",0,"P,,0",61,",,0",44,",,0",57,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/1/1991,0.06,",,0,0800",0,"P,,0",0,",,0",69,",,0",57,",,0",65,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/2/1991,0.01,",,0,0800",0,"P,,0",0,"P,,0",81,",,0",61,",,0",62,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/3/1991,0.01,",,0,0800",0,"P,,0",0,"P,,0",79,",,0",48,",,0",48,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/4/1991,0,",,0,0800",0,"P,,0",0,"P,,0",61,",,0",39,",,0",39,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/5/1991,0,",,0,0800",0,"P,,0",0,"P,,0",74,",,0",39,",,0",59,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/6/1991,0,",,0,0800",0,"P,,0",0,"P,,0",82,",,0",59,",,0",64,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/7/1991,0,",,0,0800",0,"P,,0",0,"P,,0",81,",,0",64,",,0",64,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/8/1991,0,",,0,0800",0,"P,,0",0,"P,,0",73,",,0",55,",,0",56,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/9/1991,0,",,0,0800",0,"P,,0",0,"P,,0",73,",,0",46,",,0",47,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/10/1991,0,",,0,0800",0,"P,,0",0,"P,,0",72,",,0",38,",,0",39,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/11/1991,0,",,0,0800",0,"P,,0",0,"P,,0",69,",,0",39,",,0",59,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/12/1991,0,",,0,0800",0,"P,,0",0,"P,,0",73,",,0",59,",,0",66,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/13/1991,0,",,0,0800",0,"P,,0",0,"P,,0",79,",,0",49,",,0",50,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/14/1991,0,",,0,0800",0,"P,,0",0,"P,,0",77,",,0",44,",,0",51,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/15/1991,0,",,0,0800",0,"P,,0",0,"P,,0",57,",,0",47,",,0",51,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/16/1991,0.22,",,0,0800",0,"P,,0",0,"P,,0",57,",,0",50,",,0",53,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/17/1991,0.78,",,0,0800",0,"P,,0",0,"P,,0",61,",,0",50,",,0",61,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/18/1991,0,",,0,0800",0,"P,,0",0,"P,,0",77,",,0",46,",,0",51,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/19/1991,0,",,0,0800",0,"P,,0",0,"P,,0",74,",,0",45,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/20/1991,0,",,0,0800",0,"P,,0",0,"P,,0",71,",,0",45,",,0",60,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/21/1991,0,",,0,0800",0,"P,,0",0,"P,,0",74,",,0",60,",,0",68,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/22/1991,0,",,0,0800",0,"P,,0",0,"P,,0",75,",,0",60,",,0",71,",,0,0800",,,,,,,,,,,,
